age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y,previous_contacted,previous_success,age_group,total_contacts,contact_pressure,high_contact_flag,never_contacted_before,recent_contact,pdays_bucket,prev_success,prev_contact_flag,engagement_score
49,technician,married,secondary,0,0.5868518514195854,0,0,unknown,19,may,-0.5287723594454672,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
71,retired,divorced,tertiary,0,-0.2995861331310908,0,0,cellular,12,aug,2.20238841098962,2,-1,0,0,0,0,Old,2,2.0,0,1,0,never,0,0,0
31,admin.,single,secondary,0,-0.0901226650373377,0,0,cellular,3,feb,0.6765548599198291,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
45,management,single,tertiary,0,-0.4317232310553262,0,0,cellular,31,jul,-1.1600030264437684,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
42,blue-collar,married,secondary,0,-1.624885190635502,0,0,cellular,9,jul,-1.7165743265615006,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
45,admin.,married,secondary,0,-0.3056967047614463,0,0,cellular,16,jul,0.1259418822559424,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
47,technician,married,primary,0,-0.3563518384022844,1,0,unknown,7,may,-0.1985525747735808,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
60,retired,divorced,secondary,0,-0.1536386080771692,0,1,cellular,8,jul,-0.699643978509556,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
35,management,married,tertiary,0,-0.0163176639781249,1,0,unknown,27,may,0.2874459126177749,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
31,technician,single,tertiary,0,-0.1471299681523784,0,0,cellular,11,aug,-0.9758687536899172,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
33,blue-collar,married,primary,0,0.0797893484906187,1,0,cellular,16,apr,1.567177883698356,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
50,self-employed,married,tertiary,0,-0.3277733173673187,1,0,cellular,15,apr,-0.5922980605066951,1,148,4,0,1,0,Senior,5,0.2,0,0,0,cold,0,1,0
51,blue-collar,married,secondary,0,0.3001674123589323,1,0,cellular,18,aug,0.5650698271555598,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
34,technician,married,secondary,0,-0.3726605963253571,1,1,cellular,4,jun,-0.2257688529572366,1,309,3,0,1,0,Adult,4,0.25,0,0,0,never,0,1,0
56,services,married,secondary,0,-1.0241522036420878,0,1,cellular,23,jul,-1.223562700078979,10,-1,0,0,0,0,Senior,10,10.0,1,1,0,never,0,0,0
29,services,married,secondary,0,-0.337625774206245,1,0,telephone,13,may,-1.5467845780545129,3,-1,0,0,0,0,Young,3,3.0,0,1,0,never,0,0,0
31,blue-collar,married,secondary,0,-0.2365053500042524,0,0,cellular,14,aug,-0.699643978509556,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
44,technician,divorced,unknown,0,-0.0893388941780418,1,0,unknown,23,may,0.8516695637778419,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
55,retired,married,secondary,0,1.0365591724389782,0,1,telephone,30,jul,0.1049320543040315,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
35,student,single,unknown,0,-0.4453824591762855,0,0,telephone,28,jan,-0.4601082347002513,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
36,technician,married,tertiary,0,-0.141053765330169,1,1,cellular,29,dec,-0.5737961200764227,1,246,1,0,1,0,Adult,2,0.5,0,0,0,never,0,1,0
54,retired,married,secondary,0,-0.3522416809883484,1,1,unknown,26,may,-0.9500838443668655,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
32,management,married,tertiary,0,-0.1721032567876348,1,0,cellular,22,jul,-0.9758687536899172,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
36,management,divorced,tertiary,0,0.0240778810546063,0,0,cellular,5,feb,0.8083243497481994,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
60,retired,married,secondary,0,-0.3925751381448042,1,0,unknown,12,may,-0.5376410345457233,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
32,technician,single,secondary,0,-0.4960959023393994,0,1,unknown,4,jul,0.8607874674244202,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
57,management,married,tertiary,0,-0.0238803817042713,0,0,cellular,19,aug,0.8208450679212606,8,-1,0,0,0,0,Senior,8,8.0,1,1,0,never,0,0,0
34,blue-collar,married,primary,0,-0.2248039163382335,1,0,cellular,18,may,-1.1600030264437684,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
27,student,single,secondary,0,-0.2963169051685907,1,0,cellular,13,may,1.2040896819479832,1,358,2,0,1,0,Young,3,0.3333333333333333,0,0,0,never,0,1,0
52,management,single,tertiary,0,-0.3897307558217789,0,0,cellular,26,aug,2.330644281904156,6,-1,0,1,0,0,Senior,6,6.0,1,1,0,never,0,0,0
45,admin.,divorced,unknown,0,0.002100101693221,1,0,telephone,30,jul,-1.5467845780545129,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
58,admin.,single,secondary,0,0.4275291481903069,0,0,cellular,4,dec,2.2298397057770694,2,114,1,0,1,1,Senior,3,1.0,0,0,0,cold,0,1,0
39,blue-collar,single,primary,0,-0.439603733871328,1,0,cellular,19,nov,0.464013267325076,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
48,blue-collar,single,secondary,0,-0.2760761613572747,1,1,cellular,3,feb,0.7636030589168976,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
36,management,single,secondary,0,-0.4453824591762855,0,0,cellular,13,aug,0.6415673201452804,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
31,technician,single,secondary,0,-0.116187584080506,1,0,cellular,8,may,0.0508593783990168,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,management,married,tertiary,0,-0.0846434644995039,1,0,cellular,26,aug,-0.6016593854785363,8,-1,0,0,0,0,Adult,8,8.0,1,1,0,never,0,0,0
30,self-employed,single,secondary,0,-0.3326782214931643,0,0,cellular,22,jul,0.92881293842036,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
57,retired,married,tertiary,0,-0.4453824591762855,0,0,cellular,12,aug,-0.511231490272068,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
29,admin.,single,secondary,0,0.028892575450308,1,0,unknown,19,may,-1.743378964781843,1,357,1,1,1,0,Young,2,0.5,0,0,0,never,0,1,0
29,services,divorced,secondary,0,-0.3891653200319729,1,0,cellular,13,apr,2.1821315644006023,2,-1,0,1,0,0,Young,2,2.0,0,1,0,never,0,0,0
30,management,single,tertiary,0,-0.4432504043577162,0,0,cellular,16,jun,-0.6398708851212029,1,85,1,0,1,0,Young,2,0.5,0,0,0,warm,0,1,0
44,management,married,tertiary,0,0.0917255637927395,1,0,cellular,6,aug,0.8114649701297576,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
33,student,single,unknown,0,1.543398304177805,0,0,cellular,4,sep,-0.2053007983072428,2,127,8,0,1,0,Adult,10,0.2222222222222222,0,0,0,cold,0,1,0
56,admin.,divorced,secondary,0,0.77943915781504,1,0,telephone,17,nov,-0.6693731948945519,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
26,services,single,secondary,0,0.1293606446477371,0,0,telephone,18,jun,0.4395825026768966,6,92,5,1,1,0,Young,11,1.0,1,0,0,cold,0,1,0
52,technician,married,secondary,0,-0.4007082313871827,0,0,telephone,29,aug,-2.0624777937567864,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
32,management,single,secondary,0,-0.3052248014753534,1,0,unknown,2,jun,0.345998578308668,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
36,technician,single,secondary,0,-0.4453824591762855,0,0,cellular,29,aug,-0.8179811088092919,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
26,blue-collar,married,secondary,0,-0.3652146671279949,0,0,unknown,4,jul,0.7174073715996265,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
37,blue-collar,married,secondary,0,-0.3307112848763343,1,0,unknown,5,jun,-1.057031973506891,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
34,technician,married,secondary,0,-0.2585318387291919,1,0,cellular,18,jul,1.0505791932037858,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
26,services,single,secondary,0,1.4215642412096885,1,0,cellular,7,may,1.3278021956885704,2,283,4,0,1,0,Young,6,0.4,0,0,0,never,0,1,0
32,services,married,secondary,0,-0.4166843338088573,1,0,cellular,15,may,1.6476339776256184,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
30,management,single,tertiary,1,-0.4186272389457845,0,0,cellular,30,jul,-0.0230293886169544,4,-1,0,0,0,0,Young,4,4.0,1,1,0,never,0,0,0
27,technician,single,secondary,0,-0.3118608159633578,1,0,cellular,12,may,-2.376329817268881,5,-1,0,0,0,0,Young,5,5.0,1,1,0,never,0,0,0
42,admin.,single,secondary,0,-0.42192741905966,1,0,cellular,4,feb,-0.6793759405733744,1,266,3,0,1,0,Adult,4,0.25,0,0,0,never,0,1,0
33,blue-collar,single,primary,0,-0.3846805720524784,1,0,unknown,9,may,-0.4191131013509083,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
37,blue-collar,married,secondary,0,-0.3989426570558507,0,0,unknown,3,jun,-1.4013760743997474,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
45,blue-collar,married,secondary,0,0.9857205590596344,1,0,cellular,29,jan,0.2828328336825758,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
36,entrepreneur,married,tertiary,0,0.6931364651878953,0,0,unknown,16,jun,3.5652573753545336,4,-1,0,1,0,0,Adult,4,4.0,1,1,0,never,0,0,0
39,management,single,tertiary,0,-0.4453824591762855,1,0,cellular,12,may,1.2809076893413978,4,369,3,0,1,0,Adult,7,1.0,1,0,0,never,0,1,0
33,management,single,tertiary,0,-0.2594233487766652,0,0,cellular,22,aug,-0.0407072669918577,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
47,services,married,secondary,0,0.4598311245562948,0,0,cellular,22,aug,1.4049260458827508,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
49,entrepreneur,married,secondary,0,-0.3451331444149362,1,1,unknown,6,may,0.0508593783990168,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
46,management,divorced,secondary,0,-0.1700395962362177,0,0,cellular,19,aug,-0.427200969114286,6,-1,0,0,0,0,Senior,6,6.0,1,1,0,never,0,0,0
31,services,married,secondary,0,-1.0270950776583,1,1,cellular,16,jul,1.5950804209438736,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
43,unemployed,divorced,secondary,0,1.0070451483866385,1,0,cellular,21,nov,-1.0999764361467186,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
30,blue-collar,single,secondary,1,-0.3099582639306411,1,0,unknown,21,may,0.8966843026213889,1,-1,0,1,0,0,Young,1,1.0,0,1,0,never,0,0,0
43,management,divorced,tertiary,0,-0.1954369934513447,0,0,cellular,13,may,-1.057031973506891,1,363,22,0,1,0,Adult,23,0.0434782608695652,0,0,0,never,0,1,0
42,blue-collar,married,secondary,0,-0.3391187568733713,1,0,cellular,17,nov,-0.699643978509556,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
30,admin.,single,tertiary,0,-0.2792627236816929,0,0,cellular,30,apr,1.4359305868218597,1,85,2,1,1,1,Young,3,0.3333333333333333,0,0,0,warm,0,1,0
33,management,single,tertiary,0,-0.5842166904858233,1,0,unknown,5,may,0.7472792870957243,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,admin.,married,secondary,0,1.1375018889074238,0,0,unknown,30,may,0.5115896323562774,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
29,blue-collar,single,secondary,0,-0.0850342822779994,1,0,cellular,17,apr,0.6696277260560338,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
38,unemployed,married,secondary,0,-2.477573637477448,1,0,unknown,26,may,0.7472792870957243,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
29,technician,married,tertiary,0,-0.0509527034322756,1,0,cellular,12,jun,0.2357922001363494,7,330,1,0,1,0,Young,8,3.5,1,0,0,never,0,1,0
80,housemaid,married,primary,0,-0.4453824591762855,0,0,cellular,23,feb,1.4481566170718223,1,189,1,1,1,0,Old,2,0.5,0,0,0,never,0,1,0
38,management,single,tertiary,0,1.339926429085354,0,0,cellular,8,aug,0.5575569046977368,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
36,blue-collar,divorced,primary,0,-0.3710528637717947,1,0,unknown,2,jun,-0.4517963920004281,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
38,self-employed,married,tertiary,0,-0.0555645248057901,0,0,cellular,2,jun,0.323782966205162,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
44,management,married,secondary,1,-0.4453824591762855,1,0,cellular,11,jul,-0.699643978509556,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
31,management,married,tertiary,0,0.1236583286891162,0,0,cellular,30,apr,0.5076880519255021,1,86,3,1,1,1,Adult,4,0.25,0,0,0,warm,0,1,0
31,services,single,secondary,0,-0.421260677787458,1,1,unknown,26,may,1.1381208606353217,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
57,admin.,divorced,primary,0,-0.3391187568733713,1,0,cellular,15,may,-1.0430831448917717,1,368,2,0,1,0,Senior,3,0.3333333333333333,0,0,0,never,0,1,0
37,blue-collar,married,primary,0,-0.1762399498414298,1,0,unknown,21,may,0.4436851483748522,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
50,blue-collar,married,secondary,0,-0.3033403251828239,1,1,cellular,5,may,1.0716559860143822,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
60,retired,married,primary,0,15.240978159028424,0,0,cellular,6,oct,0.0889473456586685,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
51,management,married,tertiary,0,1.3012503526962471,1,0,cellular,8,oct,0.4063031218759076,1,102,8,0,1,0,Senior,9,0.1111111111111111,0,0,0,cold,0,1,0
48,blue-collar,married,secondary,0,0.2655303257402545,1,0,cellular,15,apr,0.6971311628205413,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
42,blue-collar,married,primary,0,-0.658600295308523,1,0,cellular,3,feb,0.1466162723443244,4,271,5,0,1,0,Adult,9,0.6666666666666666,1,0,0,never,0,1,0
36,blue-collar,married,secondary,0,-0.3292404610487754,1,0,cellular,9,jul,-0.0347872245030358,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
43,management,married,tertiary,0,-0.1988052070420919,1,0,cellular,8,may,-0.3951702287031097,1,172,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,cold,0,1,0
31,admin.,married,primary,0,-0.2567513497710993,1,1,unknown,4,jun,-1.1295748107931525,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
49,technician,single,secondary,0,-0.658600295308523,1,0,unknown,6,jun,-0.741278340334799,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
35,management,divorced,tertiary,0,-0.2055694036208636,0,1,cellular,5,aug,-1.5693537554147403,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
44,entrepreneur,married,secondary,0,1.7305080334075706,1,0,cellular,19,nov,0.7140484420010977,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
34,self-employed,married,tertiary,0,-0.2986505958157374,0,0,cellular,4,may,0.0781796826516329,1,78,8,0,1,0,Adult,9,0.1111111111111111,0,0,0,warm,0,1,0
46,blue-collar,married,secondary,0,-0.0807399153396655,0,0,unknown,13,may,-0.2326674961608044,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
49,blue-collar,married,primary,0,0.01479093005261,1,0,unknown,2,jun,-1.4819319891142886,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
32,blue-collar,married,secondary,0,-0.3699848392859738,0,0,cellular,4,may,-2.0624777937567864,5,-1,0,0,0,0,Adult,5,5.0,1,1,0,never,0,0,0
35,management,divorced,tertiary,0,-0.2222205394452703,1,0,cellular,11,may,0.4271990460366323,1,271,2,0,1,1,Adult,3,0.3333333333333333,0,0,0,never,0,1,0
51,admin.,married,secondary,0,0.6651204093948345,0,0,unknown,17,jun,-0.8408782996754384,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
57,retired,divorced,secondary,0,-1.3341837267366712,1,0,unknown,6,may,1.2112402928737234,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
59,management,married,tertiary,0,0.2129273159507995,0,0,telephone,28,aug,-0.7519263756051605,5,-1,0,0,0,0,Senior,5,5.0,1,1,0,never,0,0,0
40,services,divorced,unknown,0,1.0923153499378686,1,0,unknown,5,may,0.5762624357047986,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
49,management,single,tertiary,0,-0.1577212291244429,0,0,cellular,28,aug,-1.0022663271983454,9,-1,0,0,0,0,Senior,9,9.0,1,1,0,never,0,0,0
51,management,married,secondary,0,0.7312037990564865,1,0,cellular,9,jul,0.8114649701297576,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
35,admin.,married,secondary,1,-0.4453824591762855,0,1,unknown,4,jul,-0.6110959880644231,3,-1,0,0,0,0,Adult,3,3.0,0,1,0,never,0,0,0
29,self-employed,married,secondary,0,-0.6060480794721308,1,0,unknown,27,may,0.5385918573536862,2,-1,0,0,0,0,Young,2,2.0,0,1,0,never,0,0,0
32,services,single,secondary,0,-0.3527534637295511,1,0,cellular,25,may,-0.1918408537058598,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
37,housemaid,divorced,secondary,0,0.0177667963771871,1,0,cellular,13,may,0.0563701323260883,1,173,2,0,1,0,Adult,3,0.3333333333333333,0,0,0,cold,0,1,0
49,unemployed,married,primary,0,-1.5020748829020083,1,0,unknown,27,may,-1.8896939071365269,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
45,technician,married,unknown,0,-0.2055694036208636,1,0,unknown,27,may,-0.267751572892154,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,technician,single,secondary,0,-0.2047218181804481,1,0,cellular,29,jul,1.2277916109364078,8,-1,0,0,0,0,Adult,8,8.0,1,1,0,never,0,0,0
53,technician,married,secondary,0,-0.4453824591762855,0,0,cellular,22,aug,-0.9124902053637296,9,-1,0,0,0,0,Senior,9,9.0,1,1,0,never,0,0,0
42,entrepreneur,married,primary,0,-0.3542921828983191,0,0,cellular,20,aug,-0.7202733595461055,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
43,technician,married,secondary,0,0.7635059596265987,1,0,unknown,13,may,2.829187851021836,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
52,retired,married,secondary,0,-0.2265295178634164,0,0,cellular,19,nov,-0.2965578932379944,1,154,3,0,1,0,Senior,4,0.25,0,0,0,cold,0,1,0
34,blue-collar,single,secondary,0,-0.3920039129538074,0,1,cellular,20,nov,-0.6206091924023379,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
34,technician,divorced,tertiary,0,-0.1229672710214769,1,0,cellular,7,aug,1.33875384210465,2,-1,0,1,0,0,Adult,2,2.0,0,1,0,never,0,0,0
27,services,married,secondary,0,-0.4453824591762855,1,0,cellular,22,jul,2.728113445241312,13,-1,0,1,0,0,Young,13,13.0,1,1,0,never,0,0,0
43,unemployed,married,tertiary,0,-0.404281156789894,1,0,cellular,9,feb,-1.3448109024613646,4,-1,0,0,0,0,Adult,4,4.0,1,1,0,never,0,0,0
41,technician,married,tertiary,0,-0.1808050144245077,1,0,cellular,9,jul,-0.9500838443668655,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
72,retired,married,secondary,0,1.0176839146512684,0,0,cellular,12,nov,0.9403191271076772,1,-1,0,0,0,0,Old,1,1.0,0,1,0,never,0,0,0
35,blue-collar,married,primary,0,-0.2273933347173673,1,0,cellular,14,may,-0.9629016454097278,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,management,married,tertiary,0,-0.2209310860859776,1,0,unknown,3,jun,-2.324202445044814,21,-1,0,0,0,0,Adult,21,21.0,1,1,0,never,0,0,0
36,blue-collar,divorced,primary,0,-1.2626690659682234,1,0,cellular,12,may,1.613405087067127,1,-1,0,1,0,0,Adult,1,1.0,0,1,0,never,0,0,0
51,housemaid,married,primary,0,-0.42192741905966,1,0,cellular,14,jul,0.6415673201452804,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
37,self-employed,married,tertiary,0,-0.360499801790172,0,0,cellular,13,aug,0.2828328336825758,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
42,admin.,single,secondary,0,-1.077443524065286,1,1,telephone,21,oct,1.1824273464720076,1,166,1,1,1,0,Adult,2,0.5,0,0,0,cold,0,1,0
26,admin.,single,secondary,0,-0.2719965673516955,1,0,cellular,22,jul,0.2735580605357988,7,-1,0,0,0,0,Young,7,7.0,1,1,0,never,0,0,0
23,services,single,secondary,0,-0.3047532133329259,1,0,cellular,18,may,0.1770236727689251,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
50,management,married,tertiary,0,-1.7826542187456098,1,0,cellular,19,nov,-0.3951702287031097,2,160,1,0,1,0,Senior,3,1.0,0,0,0,cold,0,1,0
37,blue-collar,married,secondary,0,-0.3589397287022418,1,1,cellular,7,may,1.1103698147219567,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
35,management,married,tertiary,0,0.6105480467779387,0,0,cellular,20,nov,0.345998578308668,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
37,management,married,tertiary,0,-0.2325906995877494,0,0,cellular,29,jan,0.6556686691755642,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
79,retired,divorced,unknown,0,0.5582716556206958,0,0,telephone,8,jul,0.166966617606134,7,450,2,0,1,0,Old,9,2.333333333333333,1,0,0,never,0,1,0
39,technician,married,secondary,0,-0.3715880076239098,0,0,cellular,24,aug,-0.8881104581394328,2,94,2,0,1,1,Adult,4,0.6666666666666666,0,0,0,cold,0,1,0
47,services,married,secondary,0,-0.4453824591762855,1,0,telephone,9,jul,0.3102730614722437,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
44,blue-collar,married,secondary,0,-0.0432901324266694,1,0,cellular,2,jun,-0.3951702287031097,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
36,management,single,tertiary,0,0.6579381281463517,0,0,cellular,18,aug,1.875976627528482,8,-1,0,1,0,0,Adult,8,8.0,1,1,0,never,0,0,0
33,blue-collar,single,secondary,0,0.9717659876958612,1,1,cellular,17,apr,1.1726963550631289,1,150,1,0,1,0,Adult,2,0.5,0,0,0,cold,0,1,0
42,services,married,secondary,0,-0.382462611462797,1,0,cellular,5,may,0.254810551312107,3,340,2,0,1,0,Adult,5,1.0,0,0,0,never,0,1,0
35,technician,single,tertiary,0,0.4487639337955126,0,0,telephone,28,may,-1.6904781564694102,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
31,blue-collar,married,secondary,0,-0.2059934202148606,1,0,unknown,13,may,1.9140241706437768,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
58,services,married,primary,0,-0.4001182241071931,0,0,unknown,27,jun,-0.1653506031507425,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
46,management,married,tertiary,0,-0.4453824591762855,0,0,unknown,7,may,-1.0022663271983454,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
41,admin.,single,secondary,0,-0.2369412094286845,1,0,unknown,4,jun,-0.6693731948945519,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
58,technician,married,secondary,0,1.958903770741752,1,0,unknown,13,may,0.6129249113187116,1,-1,0,0,0,0,Senior,1,1.0,0,1,0,never,0,0,0
33,blue-collar,married,secondary,0,-0.360499801790172,0,1,cellular,18,jul,0.5385918573536862,12,-1,0,0,0,0,Adult,12,12.0,1,1,0,never,0,0,0
31,unemployed,married,secondary,0,-0.4260088317966016,1,0,cellular,19,nov,1.4318332057074104,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
55,technician,divorced,secondary,0,0.8139214817361669,0,0,cellular,10,feb,-0.1203046754342765,1,183,1,1,1,0,Senior,2,0.5,0,0,0,never,0,1,0
38,technician,single,secondary,0,-0.2765306499084232,1,0,cellular,28,may,-1.1295748107931525,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
55,housemaid,married,secondary,0,-0.3594591313474608,0,0,cellular,22,aug,0.3371568138776646,2,-1,0,0,0,0,Senior,2,2.0,0,1,0,never,0,0,0
47,management,single,tertiary,0,-0.4453824591762855,0,0,unknown,11,jun,-1.175544418357644,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
51,housemaid,married,primary,0,-0.1975410585535141,1,0,unknown,20,may,-0.3038665174105017,3,-1,0,0,0,0,Senior,3,3.0,0,1,0,never,0,0,0
46,management,single,tertiary,0,-0.2661372078789378,1,0,telephone,4,may,-1.5924377745134697,6,90,2,0,1,0,Senior,8,2.0,1,0,0,warm,0,1,0
61,management,married,tertiary,0,0.0017257607803594,0,0,cellular,10,mar,-0.6016593854785363,1,-1,0,1,0,0,Old,1,1.0,0,1,0,never,0,0,0
47,management,single,tertiary,0,-0.2196431068963748,0,0,cellular,21,aug,-0.9889889898856716,4,-1,0,0,0,0,Senior,4,4.0,1,1,0,never,0,0,0
34,technician,married,secondary,0,-0.4109966333380005,0,0,cellular,25,aug,-0.3794680549767789,6,-1,0,0,0,0,Adult,6,6.0,1,1,0,never,0,0,0
34,blue-collar,married,secondary,0,0.1118609546008856,1,0,unknown,20,may,-0.4769071477773071,1,-1,0,0,0,0,Adult,1,1.0,0,1,0,never,0,0,0
41,management,divorced,tertiary,0,0.7849448115361759,0,0,cellular,14,oct,-0.0466550974643288,2,500,1,0,1,0,Adult,3,1.0,0,0,0,never,0,1,0
36,blue-collar,divorced,secondary,0,-0.4628384116036832,0,0,unknown,5,jun,-0.2326674961608044,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
26,blue-collar,single,secondary,0,-0.238686468090197,1,0,unknown,28,may,0.5270849775134,1,-1,0,0,0,0,Young,1,1.0,0,1,0,never,0,0,0
35,management,married,tertiary,0,-0.437926427397188,0,0,cellular,23,apr,-0.730727975239376,3,-1,0,1,0,0,Adult,3,3.0,0,1,0,never,0,0,0
36,blue-collar,married,secondary,0,0.1513518366767706,0,0,unknown,17,jun,0.2405726438754459,2,-1,0,0,0,0,Adult,2,2.0,0,1,0,never,0,0,0
